"","sub","rotation","imagename","match","imgID","movable","block","correct"
"2032",3,300,"033_Kopfhoerer_Muschelkopfhoerer","match",33,"1",2,1
"2033",4,300,"033_Kopfhoerer_Muschelkopfhoerer","match",33,"1",2,1
"2034",9,0,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,"1",2,1
"2035",12,0,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,"1",2,1
"2036",1,120,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,"1",2,1
"2037",7,120,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,"1",2,1
"2038",11,120,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,"1",2,0
"2039",10,180,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,"1",2,1
"2040",8,300,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,"1",2,1
"2041",1,0,"034_Korb_Waeschekorb","match",34,"1",2,1
"2042",5,60,"034_Korb_Waeschekorb","match",34,"1",2,1
"2043",2,120,"034_Korb_Waeschekorb","match",34,"1",2,1
"2044",4,240,"034_Korb_Waeschekorb","match",34,"1",2,1
"2045",12,240,"034_Korb_Waeschekorb","match",34,"1",2,0
"2046",3,60,"034_Korb_Waeschekorb","mismatch",34,"1",2,1
"2047",6,120,"034_Korb_Waeschekorb","mismatch",34,"1",2,1
"2048",10,180,"034_Korb_Waeschekorb","mismatch",34,"1",2,1
"2049",7,240,"034_Korb_Waeschekorb","mismatch",34,"1",2,1
"2050",9,240,"034_Korb_Waeschekorb","mismatch",34,"1",2,1
"2051",8,300,"034_Korb_Waeschekorb","mismatch",34,"1",2,1
"2052",11,300,"034_Korb_Waeschekorb","mismatch",34,"1",2,1
"2053",4,0,"037_Mixer_Standmixer","match",37,"1",2,1
"2054",5,0,"037_Mixer_Standmixer","match",37,"1",2,1
"2055",9,0,"037_Mixer_Standmixer","match",37,"1",2,1
"2056",11,120,"037_Mixer_Standmixer","match",37,"1",2,1
"2057",8,180,"037_Mixer_Standmixer","match",37,"1",2,0
"2058",7,240,"037_Mixer_Standmixer","match",37,"1",2,1
"2059",12,300,"037_Mixer_Standmixer","match",37,"1",2,1
"2060",2,0,"037_Mixer_Standmixer","mismatch",37,"1",2,1
"2061",10,0,"037_Mixer_Standmixer","mismatch",37,"1",2,1
"2062",1,240,"037_Mixer_Standmixer","mismatch",37,"1",2,1
"2063",3,240,"037_Mixer_Standmixer","mismatch",37,"1",2,1
"2064",6,300,"037_Mixer_Standmixer","mismatch",37,"1",2,1
"2065",2,60,"038_Toaster_2ScheibenToaster","match",38,"1",2,1
"2066",12,60,"038_Toaster_2ScheibenToaster","match",38,"1",2,1
"2067",9,180,"038_Toaster_2ScheibenToaster","match",38,"1",2,0
"2068",4,300,"038_Toaster_2ScheibenToaster","match",38,"1",2,1
"2069",7,300,"038_Toaster_2ScheibenToaster","match",38,"1",2,1
"2070",8,300,"038_Toaster_2ScheibenToaster","match",38,"1",2,1
"2071",10,0,"038_Toaster_2ScheibenToaster","mismatch",38,"1",2,1
"2072",6,60,"038_Toaster_2ScheibenToaster","mismatch",38,"1",2,1
"2073",11,180,"038_Toaster_2ScheibenToaster","mismatch",38,"1",2,1
"2074",1,240,"038_Toaster_2ScheibenToaster","mismatch",38,"1",2,1
"2075",5,240,"038_Toaster_2ScheibenToaster","mismatch",38,"1",2,1
"2076",3,300,"038_Toaster_2ScheibenToaster","mismatch",38,"1",2,1
"2077",5,60,"039_Wasserkocher_modernerWasserkocher","match",39,"1",2,1
"2078",11,120,"039_Wasserkocher_modernerWasserkocher","match",39,"1",2,1
"2079",2,240,"039_Wasserkocher_modernerWasserkocher","match",39,"1",2,1
"2080",8,300,"039_Wasserkocher_modernerWasserkocher","match",39,"1",2,1
"2081",10,300,"039_Wasserkocher_modernerWasserkocher","match",39,"1",2,1
"2082",7,0,"039_Wasserkocher_modernerWasserkocher","mismatch",39,"1",2,1
"2083",12,0,"039_Wasserkocher_modernerWasserkocher","mismatch",39,"1",2,1
"2084",1,60,"039_Wasserkocher_modernerWasserkocher","mismatch",39,"1",2,1
"2085",3,120,"039_Wasserkocher_modernerWasserkocher","mismatch",39,"1",2,1
"2086",6,180,"039_Wasserkocher_modernerWasserkocher","mismatch",39,"1",2,1
"2087",9,180,"039_Wasserkocher_modernerWasserkocher","mismatch",39,"1",2,1
"2088",4,300,"039_Wasserkocher_modernerWasserkocher","mismatch",39,"1",2,1
"2089",10,0,"041_Lampe_Schreibtischlampe","match",41,"1",2,1
"2090",3,120,"041_Lampe_Schreibtischlampe","match",41,"1",2,1
"2091",6,180,"041_Lampe_Schreibtischlampe","match",41,"1",2,1
"2092",12,180,"041_Lampe_Schreibtischlampe","match",41,"1",2,1
"2093",7,300,"041_Lampe_Schreibtischlampe","match",41,"1",2,1
"2094",11,300,"041_Lampe_Schreibtischlampe","match",41,"1",2,0
"2095",9,0,"041_Lampe_Schreibtischlampe","mismatch",41,"1",2,1
"2096",5,60,"041_Lampe_Schreibtischlampe","mismatch",41,"1",2,1
"2097",2,120,"041_Lampe_Schreibtischlampe","mismatch",41,"1",2,1
"2098",8,120,"041_Lampe_Schreibtischlampe","mismatch",41,"1",2,1
"2099",1,300,"041_Lampe_Schreibtischlampe","mismatch",41,"1",2,1
"2100",4,300,"041_Lampe_Schreibtischlampe","mismatch",41,"1",2,1
"2101",5,60,"044_Lampe_Tischleuchte","match",44,"1",2,1
"2102",10,60,"044_Lampe_Tischleuchte","match",44,"1",2,1
"2103",4,120,"044_Lampe_Tischleuchte","match",44,"1",2,1
"2104",6,120,"044_Lampe_Tischleuchte","match",44,"1",2,1
"2105",2,180,"044_Lampe_Tischleuchte","match",44,"1",2,1
"2106",3,240,"044_Lampe_Tischleuchte","match",44,"1",2,1
"2107",12,300,"044_Lampe_Tischleuchte","match",44,"1",2,1
"2108",1,0,"044_Lampe_Tischleuchte","mismatch",44,"1",2,1
"2109",9,0,"044_Lampe_Tischleuchte","mismatch",44,"1",2,1
"2110",7,60,"044_Lampe_Tischleuchte","mismatch",44,"1",2,1
"2111",11,60,"044_Lampe_Tischleuchte","mismatch",44,"1",2,1
"2112",8,180,"044_Lampe_Tischleuchte","mismatch",44,"1",2,1
"2113",1,0,"046_Besteck_Messer","match",46,"1",2,1
"2114",3,0,"046_Besteck_Messer","match",46,"1",2,1
"2115",8,0,"046_Besteck_Messer","match",46,"1",2,1
"2116",4,60,"046_Besteck_Messer","match",46,"1",2,1
"2117",7,60,"046_Besteck_Messer","match",46,"1",2,0
"2118",12,120,"046_Besteck_Messer","match",46,"1",2,1
"2119",11,180,"046_Besteck_Messer","match",46,"1",2,1
"2120",2,240,"046_Besteck_Messer","match",46,"1",2,1
"2121",6,240,"046_Besteck_Messer","match",46,"1",2,1
"2122",9,240,"046_Besteck_Messer","match",46,"1",2,1
"2123",5,300,"046_Besteck_Messer","match",46,"1",2,1
"2124",10,120,"046_Besteck_Messer","mismatch",46,"1",2,1
"2125",1,0,"047_Nuss_Erdnuss","match",47,"1",2,1
"2126",7,60,"047_Nuss_Erdnuss","match",47,"1",2,1
"2127",2,240,"047_Nuss_Erdnuss","match",47,"1",2,1
"2128",5,240,"047_Nuss_Erdnuss","match",47,"1",2,1
"2129",6,240,"047_Nuss_Erdnuss","match",47,"1",2,1
"2130",3,0,"047_Nuss_Erdnuss","mismatch",47,"1",2,1
"2131",4,0,"047_Nuss_Erdnuss","mismatch",47,"1",2,1
"2132",11,60,"047_Nuss_Erdnuss","mismatch",47,"1",2,1
"2133",12,60,"047_Nuss_Erdnuss","mismatch",47,"1",2,1
"2134",8,120,"047_Nuss_Erdnuss","mismatch",47,"1",2,1
"2135",9,180,"047_Nuss_Erdnuss","mismatch",47,"1",2,1
"2136",10,180,"047_Nuss_Erdnuss","mismatch",47,"1",2,1
"2137",2,0,"048_Nuss_Mandel","match",48,"1",2,1
"2138",3,0,"048_Nuss_Mandel","match",48,"1",2,1
"2139",7,0,"048_Nuss_Mandel","match",48,"1",2,1
"2140",10,180,"048_Nuss_Mandel","match",48,"1",2,1
"2141",1,300,"048_Nuss_Mandel","match",48,"1",2,1
"2142",9,0,"048_Nuss_Mandel","mismatch",48,"1",2,1
"2143",5,60,"048_Nuss_Mandel","mismatch",48,"1",2,1
"2144",12,60,"048_Nuss_Mandel","mismatch",48,"1",2,1
"2145",6,120,"048_Nuss_Mandel","mismatch",48,"1",2,1
"2146",4,300,"048_Nuss_Mandel","mismatch",48,"1",2,1
"2147",8,300,"048_Nuss_Mandel","mismatch",48,"1",2,1
"2148",11,300,"048_Nuss_Mandel","mismatch",48,"1",2,1
"2149",1,0,"049_Nuss_Pistazie","match",49,"1",2,1
"2150",3,60,"049_Nuss_Pistazie","match",49,"1",2,1
"2151",4,120,"049_Nuss_Pistazie","match",49,"1",2,1
"2152",6,120,"049_Nuss_Pistazie","match",49,"1",2,1
"2153",8,300,"049_Nuss_Pistazie","match",49,"1",2,1
"2154",12,60,"049_Nuss_Pistazie","mismatch",49,"1",2,1
"2155",10,120,"049_Nuss_Pistazie","mismatch",49,"1",2,0
"2156",2,180,"049_Nuss_Pistazie","mismatch",49,"1",2,1
"2157",9,240,"049_Nuss_Pistazie","mismatch",49,"1",2,1
"2158",11,240,"049_Nuss_Pistazie","mismatch",49,"1",2,1
"2159",5,300,"049_Nuss_Pistazie","mismatch",49,"1",2,1
"2160",7,300,"049_Nuss_Pistazie","mismatch",49,"1",2,1
"2161",1,120,"050_Nuss_Wallnuss","match",50,"1",2,1
"2162",4,120,"050_Nuss_Wallnuss","match",50,"1",2,1
"2163",2,180,"050_Nuss_Wallnuss","match",50,"1",2,1
"2164",6,180,"050_Nuss_Wallnuss","match",50,"1",2,1
"2165",11,180,"050_Nuss_Wallnuss","match",50,"1",2,1
"2166",7,240,"050_Nuss_Wallnuss","match",50,"1",2,1
"2167",10,240,"050_Nuss_Wallnuss","match",50,"1",2,1
"2168",3,120,"050_Nuss_Wallnuss","mismatch",50,"1",2,1
"2169",5,180,"050_Nuss_Wallnuss","mismatch",50,"1",2,1
"2170",8,180,"050_Nuss_Wallnuss","mismatch",50,"1",2,1
"2171",9,180,"050_Nuss_Wallnuss","mismatch",50,"1",2,1
"2172",12,240,"050_Nuss_Wallnuss","mismatch",50,"1",2,1
"2173",3,0,"056_Seife_Fluessigseife","match",56,"1",2,1
"2174",5,0,"056_Seife_Fluessigseife","match",56,"1",2,1
"2175",6,0,"056_Seife_Fluessigseife","match",56,"1",2,1
"2176",7,0,"056_Seife_Fluessigseife","match",56,"1",2,1
"2177",12,0,"056_Seife_Fluessigseife","match",56,"1",2,1
"2178",4,60,"056_Seife_Fluessigseife","match",56,"1",2,0
"2179",9,60,"056_Seife_Fluessigseife","match",56,"1",2,1
"2180",11,60,"056_Seife_Fluessigseife","match",56,"1",2,0
"2181",8,120,"056_Seife_Fluessigseife","match",56,"1",2,0
"2182",2,240,"056_Seife_Fluessigseife","match",56,"1",2,1
"2183",10,60,"056_Seife_Fluessigseife","mismatch",56,"1",2,1
"2184",1,180,"056_Seife_Fluessigseife","mismatch",56,"1",2,1
"2185",1,0,"057_Seife_Kernseife","match",57,"1",2,1
"2186",7,60,"057_Seife_Kernseife","match",57,"1",2,1
"2187",5,120,"057_Seife_Kernseife","match",57,"1",2,1
"2188",2,180,"057_Seife_Kernseife","match",57,"1",2,1
"2189",10,240,"057_Seife_Kernseife","match",57,"1",2,0
"2190",9,300,"057_Seife_Kernseife","match",57,"1",2,1
"2191",6,60,"057_Seife_Kernseife","mismatch",57,"1",2,1
"2192",8,60,"057_Seife_Kernseife","mismatch",57,"1",2,1
"2193",3,120,"057_Seife_Kernseife","mismatch",57,"1",2,1
"2194",4,120,"057_Seife_Kernseife","mismatch",57,"1",2,1
"2195",11,120,"057_Seife_Kernseife","mismatch",57,"1",2,1
"2196",12,180,"057_Seife_Kernseife","mismatch",57,"1",2,1
"2197",3,0,"066_Stuhl_Barstuhl","match",66,"1",2,1
"2198",6,60,"066_Stuhl_Barstuhl","match",66,"1",2,1
"2199",10,60,"066_Stuhl_Barstuhl","match",66,"1",2,1
"2200",1,240,"066_Stuhl_Barstuhl","match",66,"1",2,1
"2201",2,240,"066_Stuhl_Barstuhl","match",66,"1",2,1
"2202",8,240,"066_Stuhl_Barstuhl","match",66,"1",2,1
"2203",9,240,"066_Stuhl_Barstuhl","match",66,"1",2,1
"2204",12,60,"066_Stuhl_Barstuhl","mismatch",66,"1",2,1
"2205",5,240,"066_Stuhl_Barstuhl","mismatch",66,"1",2,1
"2206",11,240,"066_Stuhl_Barstuhl","mismatch",66,"1",2,1
"2207",4,300,"066_Stuhl_Barstuhl","mismatch",66,"1",2,1
"2208",7,300,"066_Stuhl_Barstuhl","mismatch",66,"1",2,1
"2209",6,0,"067_Stuhl_Buerostuhl","match",67,"1",2,1
"2210",4,60,"067_Stuhl_Buerostuhl","match",67,"1",2,1
"2211",7,120,"067_Stuhl_Buerostuhl","match",67,"1",2,1
"2212",10,180,"067_Stuhl_Buerostuhl","match",67,"1",2,1
"2213",11,240,"067_Stuhl_Buerostuhl","match",67,"1",2,1
"2214",3,300,"067_Stuhl_Buerostuhl","match",67,"1",2,1
"2215",1,0,"067_Stuhl_Buerostuhl","mismatch",67,"1",2,1
"2216",2,120,"067_Stuhl_Buerostuhl","mismatch",67,"1",2,1
"2217",5,120,"067_Stuhl_Buerostuhl","mismatch",67,"1",2,1
"2218",8,120,"067_Stuhl_Buerostuhl","mismatch",67,"1",2,1
"2219",12,240,"067_Stuhl_Buerostuhl","mismatch",67,"1",2,1
"2220",9,300,"067_Stuhl_Buerostuhl","mismatch",67,"1",2,1
"2221",3,120,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2222",1,180,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2223",6,180,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2224",10,180,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2225",2,240,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2226",5,300,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2227",8,300,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2228",12,300,"068_Stuhl_Holzstuhl","match",68,"1",2,1
"2229",7,240,"068_Stuhl_Holzstuhl","mismatch",68,"1",2,1
"2230",9,240,"068_Stuhl_Holzstuhl","mismatch",68,"1",2,1
"2231",11,240,"068_Stuhl_Holzstuhl","mismatch",68,"1",2,1
"2232",4,300,"068_Stuhl_Holzstuhl","mismatch",68,"1",2,1
"2233",11,0,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2234",2,60,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2235",3,60,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2236",4,120,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2237",10,180,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2238",5,240,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2239",7,240,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2240",9,240,"069_Stuhl_Rollstuhl","match",69,"1",2,1
"2241",1,60,"069_Stuhl_Rollstuhl","mismatch",69,"1",2,1
"2242",6,240,"069_Stuhl_Rollstuhl","mismatch",69,"1",2,1
"2243",8,300,"069_Stuhl_Rollstuhl","mismatch",69,"1",2,1
"2244",12,300,"069_Stuhl_Rollstuhl","mismatch",69,"1",2,1
"2245",2,0,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2246",11,0,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2247",1,60,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2248",8,60,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2249",3,120,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2250",9,120,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2251",6,240,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2252",7,240,"070_Stuhl_Schalenstuhl","match",70,"1",2,1
"2253",10,0,"070_Stuhl_Schalenstuhl","mismatch",70,"1",2,1
"2254",12,0,"070_Stuhl_Schalenstuhl","mismatch",70,"1",2,1
"2255",5,60,"070_Stuhl_Schalenstuhl","mismatch",70,"1",2,1
"2256",4,120,"070_Stuhl_Schalenstuhl","mismatch",70,"1",2,1
"2257",5,0,"071_Stuhl_Schreibtischstuhl","match",71,"1",2,1
"2258",9,60,"071_Stuhl_Schreibtischstuhl","match",71,"1",2,1
"2259",3,180,"071_Stuhl_Schreibtischstuhl","match",71,"1",2,1
"2260",2,240,"071_Stuhl_Schreibtischstuhl","match",71,"1",2,1
"2261",1,0,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2262",10,0,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2263",4,60,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2264",8,120,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2265",11,120,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2266",6,180,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2267",7,240,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2268",12,240,"071_Stuhl_Schreibtischstuhl","mismatch",71,"1",2,1
"2269",12,60,"073_Telefon_Schnurtelefon","match",73,"1",2,1
"2270",1,120,"073_Telefon_Schnurtelefon","match",73,"1",2,1
"2271",3,180,"073_Telefon_Schnurtelefon","match",73,"1",2,0
"2272",5,180,"073_Telefon_Schnurtelefon","match",73,"1",2,0
"2273",7,180,"073_Telefon_Schnurtelefon","match",73,"1",2,0
"2274",11,180,"073_Telefon_Schnurtelefon","match",73,"1",2,1
"2275",6,240,"073_Telefon_Schnurtelefon","match",73,"1",2,1
"2276",9,240,"073_Telefon_Schnurtelefon","match",73,"1",2,1
"2277",4,0,"073_Telefon_Schnurtelefon","mismatch",73,"1",2,1
"2278",2,60,"073_Telefon_Schnurtelefon","mismatch",73,"1",2,1
"2279",8,300,"073_Telefon_Schnurtelefon","mismatch",73,"1",2,1
"2280",10,300,"073_Telefon_Schnurtelefon","mismatch",73,"1",2,1
"2281",2,60,"074_Telefon_Smartphone","match",74,"1",2,1
"2282",10,60,"074_Telefon_Smartphone","match",74,"1",2,1
"2283",6,120,"074_Telefon_Smartphone","match",74,"1",2,1
"2284",12,120,"074_Telefon_Smartphone","match",74,"1",2,1
"2285",8,180,"074_Telefon_Smartphone","match",74,"1",2,1
"2286",7,300,"074_Telefon_Smartphone","match",74,"1",2,1
"2287",3,0,"074_Telefon_Smartphone","mismatch",74,"1",2,1
"2288",1,60,"074_Telefon_Smartphone","mismatch",74,"1",2,1
"2289",5,120,"074_Telefon_Smartphone","mismatch",74,"1",2,1
"2290",9,180,"074_Telefon_Smartphone","mismatch",74,"1",2,1
"2291",4,240,"074_Telefon_Smartphone","mismatch",74,"1",2,1
"2292",11,240,"074_Telefon_Smartphone","mismatch",74,"1",2,1
"2293",1,120,"080_Uhr_Armbanduhr","match",80,"1",2,1
"2294",5,120,"080_Uhr_Armbanduhr","match",80,"1",2,1
"2295",6,120,"080_Uhr_Armbanduhr","match",80,"1",2,1
"2296",4,240,"080_Uhr_Armbanduhr","match",80,"1",2,1
"2297",7,300,"080_Uhr_Armbanduhr","match",80,"1",2,1
"2298",2,0,"080_Uhr_Armbanduhr","mismatch",80,"1",2,1
"2299",8,60,"080_Uhr_Armbanduhr","mismatch",80,"1",2,1
"2300",9,60,"080_Uhr_Armbanduhr","mismatch",80,"1",2,1
"2301",3,120,"080_Uhr_Armbanduhr","mismatch",80,"1",2,1
"2302",10,120,"080_Uhr_Armbanduhr","mismatch",80,"1",2,1
"2303",11,120,"080_Uhr_Armbanduhr","mismatch",80,"1",2,1
"2304",12,300,"080_Uhr_Armbanduhr","mismatch",80,"1",2,1
"2305",5,60,"081_Uhr_Digitaluhr","match",81,"1",2,1
"2306",11,120,"081_Uhr_Digitaluhr","match",81,"1",2,1
"2307",2,180,"081_Uhr_Digitaluhr","match",81,"1",2,0
"2308",7,300,"081_Uhr_Digitaluhr","match",81,"1",2,1
"2309",9,0,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2310",8,60,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2311",10,60,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2312",3,120,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2313",4,180,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2314",1,240,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2315",12,240,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2316",6,300,"081_Uhr_Digitaluhr","mismatch",81,"1",2,1
"2317",1,0,"084_Ventilator_Tischventilator","match",84,"1",2,1
"2318",5,0,"084_Ventilator_Tischventilator","match",84,"1",2,1
"2319",2,60,"084_Ventilator_Tischventilator","match",84,"1",2,1
"2320",10,300,"084_Ventilator_Tischventilator","match",84,"1",2,1
"2321",12,300,"084_Ventilator_Tischventilator","match",84,"1",2,1
"2322",4,0,"084_Ventilator_Tischventilator","mismatch",84,"1",2,1
"2323",6,0,"084_Ventilator_Tischventilator","mismatch",84,"1",2,1
"2324",3,60,"084_Ventilator_Tischventilator","mismatch",84,"1",2,1
"2325",9,120,"084_Ventilator_Tischventilator","mismatch",84,"1",2,1
"2326",11,240,"084_Ventilator_Tischventilator","mismatch",84,"1",2,0
"2327",7,300,"084_Ventilator_Tischventilator","mismatch",84,"1",2,1
"2328",8,300,"084_Ventilator_Tischventilator","mismatch",84,"1",2,1
"2329",2,60,"089_Eimer_Muelleimer","match",89,"1",2,1
"2330",7,60,"089_Eimer_Muelleimer","match",89,"1",2,1
"2331",3,180,"089_Eimer_Muelleimer","match",89,"1",2,1
"2332",9,240,"089_Eimer_Muelleimer","match",89,"1",2,1
"2333",10,240,"089_Eimer_Muelleimer","match",89,"1",2,1
"2334",12,240,"089_Eimer_Muelleimer","match",89,"1",2,1
"2335",5,300,"089_Eimer_Muelleimer","match",89,"1",2,1
"2336",11,60,"089_Eimer_Muelleimer","mismatch",89,"1",2,1
"2337",4,120,"089_Eimer_Muelleimer","mismatch",89,"1",2,1
"2338",1,240,"089_Eimer_Muelleimer","mismatch",89,"1",2,1
"2339",6,300,"089_Eimer_Muelleimer","mismatch",89,"1",2,1
"2340",8,300,"089_Eimer_Muelleimer","mismatch",89,"1",2,1
"2341",9,0,"092_Boot_Ruderboot","match",92,"1",2,1
"2342",1,60,"092_Boot_Ruderboot","match",92,"1",2,1
"2343",4,60,"092_Boot_Ruderboot","match",92,"1",2,1
"2344",11,120,"092_Boot_Ruderboot","match",92,"1",2,1
"2345",6,180,"092_Boot_Ruderboot","match",92,"1",2,1
"2346",2,240,"092_Boot_Ruderboot","match",92,"1",2,1
"2347",7,300,"092_Boot_Ruderboot","match",92,"1",2,1
"2348",8,300,"092_Boot_Ruderboot","match",92,"1",2,1
"2349",3,120,"092_Boot_Ruderboot","mismatch",92,"1",2,1
"2350",5,120,"092_Boot_Ruderboot","mismatch",92,"1",2,1
"2351",10,120,"092_Boot_Ruderboot","mismatch",92,"1",2,1
"2352",12,120,"092_Boot_Ruderboot","mismatch",92,"1",2,1
"2353",12,0,"093_Boot_Kanu","match",93,"1",2,0
"2354",10,120,"093_Boot_Kanu","match",93,"1",2,1
"2355",8,240,"093_Boot_Kanu","match",93,"1",2,1
"2356",1,300,"093_Boot_Kanu","match",93,"1",2,0
"2357",11,0,"093_Boot_Kanu","mismatch",93,"1",2,1
"2358",2,120,"093_Boot_Kanu","mismatch",93,"1",2,1
"2359",6,120,"093_Boot_Kanu","mismatch",93,"1",2,1
"2360",7,180,"093_Boot_Kanu","mismatch",93,"1",2,1
"2361",3,240,"093_Boot_Kanu","mismatch",93,"1",2,1
"2362",4,240,"093_Boot_Kanu","mismatch",93,"1",2,1
"2363",5,240,"093_Boot_Kanu","mismatch",93,"1",2,1
"2364",9,300,"093_Boot_Kanu","mismatch",93,"1",2,1
"2365",11,60,"097_Besteck_Gabel","match",97,"1",2,1
"2366",7,120,"097_Besteck_Gabel","match",97,"1",2,1
"2367",2,180,"097_Besteck_Gabel","match",97,"1",2,1
"2368",12,240,"097_Besteck_Gabel","match",97,"1",2,1
"2369",1,300,"097_Besteck_Gabel","match",97,"1",2,1
"2370",4,300,"097_Besteck_Gabel","match",97,"1",2,1
"2371",5,300,"097_Besteck_Gabel","match",97,"1",2,0
"2372",8,300,"097_Besteck_Gabel","match",97,"1",2,1
"2373",3,0,"097_Besteck_Gabel","mismatch",97,"1",2,1
"2374",6,120,"097_Besteck_Gabel","mismatch",97,"1",2,1
"2375",9,120,"097_Besteck_Gabel","mismatch",97,"1",2,1
"2376",10,180,"097_Besteck_Gabel","mismatch",97,"1",2,1
"2377",12,0,"099_Eimer_Wassereimer","match",99,"1",2,1
"2378",3,120,"099_Eimer_Wassereimer","match",99,"1",2,1
"2379",4,120,"099_Eimer_Wassereimer","match",99,"1",2,1
"2380",8,0,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2381",2,60,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2382",5,120,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2383",6,120,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2384",9,120,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2385",11,180,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2386",7,240,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2387",10,240,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2388",1,300,"099_Eimer_Wassereimer","mismatch",99,"1",2,1
"2389",2,0,"100_Besteck_Loeffel","match",100,"1",2,1
"2390",3,0,"100_Besteck_Loeffel","match",100,"1",2,1
"2391",7,60,"100_Besteck_Loeffel","match",100,"1",2,1
"2392",4,120,"100_Besteck_Loeffel","match",100,"1",2,1
"2393",9,120,"100_Besteck_Loeffel","match",100,"1",2,1
"2394",10,240,"100_Besteck_Loeffel","match",100,"1",2,1
"2395",12,240,"100_Besteck_Loeffel","match",100,"1",2,1
"2396",5,300,"100_Besteck_Loeffel","match",100,"1",2,1
"2397",8,300,"100_Besteck_Loeffel","match",100,"1",2,1
"2398",11,120,"100_Besteck_Loeffel","mismatch",100,"1",2,1
"2399",1,180,"100_Besteck_Loeffel","mismatch",100,"1",2,1
"2400",6,180,"100_Besteck_Loeffel","mismatch",100,"1",2,1
"2401",3,60,"001_Baum_Bonsai","match",1,"0",3,1
"2402",4,120,"001_Baum_Bonsai","match",1,"0",3,1
"2403",8,180,"001_Baum_Bonsai","match",1,"0",3,1
"2404",1,240,"001_Baum_Bonsai","match",1,"0",3,1
"2405",2,240,"001_Baum_Bonsai","match",1,"0",3,1
"2406",6,240,"001_Baum_Bonsai","match",1,"0",3,1
"2407",11,240,"001_Baum_Bonsai","match",1,"0",3,1
"2408",9,300,"001_Baum_Bonsai","match",1,"0",3,1
"2409",10,300,"001_Baum_Bonsai","match",1,"0",3,1
"2410",5,300,"001_Baum_Bonsai","mismatch",1,"0",3,1
"2411",7,300,"001_Baum_Bonsai","mismatch",1,"0",3,1
"2412",12,300,"001_Baum_Bonsai","mismatch",1,"0",3,1
"2413",5,60,"002_Baum_Palme","match",2,"0",3,1
"2414",12,60,"002_Baum_Palme","match",2,"0",3,1
"2415",9,120,"002_Baum_Palme","match",2,"0",3,1
"2416",1,240,"002_Baum_Palme","match",2,"0",3,1
"2417",8,0,"002_Baum_Palme","mismatch",2,"0",3,1
"2418",4,60,"002_Baum_Palme","mismatch",2,"0",3,1
"2419",6,60,"002_Baum_Palme","mismatch",2,"0",3,1
